source,target
1436874201152040961,1436693525169676288
1436874195636350977,1436509625818435584
1436874187042349057,1436718549532172288
1436874177995104267,1436383754713399297
1436874174862086145,1436816874302545930
1436874163231150085,1436698713661923333
1436874156310675462,1436104144801067033
1436874154783887361,1436828034405916674
1436874150300332035,1436833853906300932
1436874146118610951,1436873588728946692
1436874136760946688,1436873505371344898
1436874128611495937,1436697315717177349
1436874127025991680,1436310383317430278
1436874125696507905,1436873505371344898
1436874122068312065,1436585321169362944
1436874118201282567,1436742631984230403
1436874116397686786,1436581211195863040
1436874115877535745,1436850915621867522
1436874115516874755,1436845181039431689
1436874110064287745,1436820616691212289
1436874107434512384,1436104144801067033
1436874107094773761,1436310383317430278
1436874103307177987,1436840826596782080
1436874101575102464,1436750905408376834
1436874095786962948,1436510896101134341
1436874092729102340,1436698713661923333
1436874092603326471,1436815563007856642
1436874092305547273,1436436725581160451
1436874088908312579,1436104144801067033
1436874084143419398,1436819840216416259
1436874082381926401,1436733653015580672
1436874080851005440,1436840732527144961
1436874053957001218,1436865307356762113
1436874048613519362,1357424073953996800
1436874045228666880,1436865553138921473
1436874044586950659,1436780577974149120
1436874043752390662,1436104144801067033
1436874034906554368,1436871529783074817
1436874017118425093,1436686773804052483
1436874011301056514,1436697315717177349
1436874010323668992,1436698713661923333
1436873999963889671,1436631213175939072
1436873999603097601,1436405251372949504
1436873991990489094,1436104144801067033
1436873988530216971,1436686773804052483
1436873985820663814,1436758506758017025
1436873972277080066,1436840497096523779
1436873963204845575,1436718549532172288
1436873962449932289,1436104144801067033
1436873956858875907,1436698713661923333
1436873951137914881,1436568972418174989
1436873949921435648,1436698784310853640
1436873938555002881,1436104144801067033
1436873923472203777,1436873681129512961
1436873919512805378,1436718549532172288
1436873913942765572,1436442515922509825
1436873912223248389,1436866052676222976
1436873911241637890,1436780088532537349
1436873908460920832,1436866052676222976
1436873907252842496,1436825435803901953
1436873906770653186,1436867431121633281
1436873896733646852,1436702111841013760
1436873894745583617,1436866529614700548
1436873893667610626,1436310383317430278
1436873890525970435,1436718549532172288
1436873890177830913,1436740456575086595
1436873888051302411,1436104144801067033
1436873881277669384,1375405256956207106
1436873873937649667,1436104144801067033
1436873862860271621,1436104144801067033
1436873862021484544,1436873443820154888
1436873839535738887,1436713593613914113
1436873826726416387,1436698713661923333
1436873806669180928,1436871178375761921
1436873806237167618,1436871081499893762
1436873803926159368,1436824899381710848
1436873793004257287,1436698784310853640
1436873788881203203,1436863091073978373
1436873788323422212,1436104144801067033
1436873784158404610,1436833853906300932
1436873783973924867,1436333212108734476
1436873774851411969,1436396556119429121
1436873772162850816,1436310383317430278
1436873767574245384,1436104144801067033
1436873767465013249,1436686773804052483
1436873760523501571,1436846404572368896
1436873756702494720,1432323865095573510
1436873751677657088,1436686808587276296
1436873749538738178,1436840732527144961
1436873748267900930,1436731650109583372
1436873747521150977,1436697315717177349
1436873739409534978,1436698784310853640
1436873737744228356,1436660266809245696
1436873730026729476,1436698784310853640
1436873726784688129,1436864682640515077
1436873724347633666,1436872202142588929
1436873705443840003,1436697315717177349
1436873704584007681,1436718549532172288
1436873704282132482,1425081346255360001
1436873687022518276,1436310383317430278
1436873674179559425,1436718549532172288
1436873673877585932,1436838632539758592
1436873662976696321,1436310383317430278
1436873660602757135,1436865553138921473
1436873638423183364,1436750905408376834
1436873632966332422,1436383754713399297
1436873623638200336,1436275085879308290
1436873611789414401,1436873588728946692
1436873607993495552,1436868927779483651
1436873598120071170,1436869189814337541
1436873593451945985,1436587984594341889
1436873585893666817,1436587984594341889
1436873573596114959,1436718549532172288
1436873561797505027,1436452764398280707
1436873560237162500,1436148571703689230
1436873553073164288,1436700182540869638
1436873550128947201,1436870623951785985
1436873544164536325,1436740456575086595
1436873543615238147,1436698784310853640
1436873533049671680,1436810065563033603
1436873522911985665,1436864726991052802
1436873512648544258,1436104144801067033
1436873492616466432,1436275085879308290
1436873491337334792,1435927458566475778
1436873490410266624,1436654851853672454
1436873478188060675,1436645558429659138
1436873477324222466,1436310383317430278
1436873473725501442,1436310383317430278
1436873470034554882,1436868422705590274
1436873461813497859,1435196607629185030
1436873447020322818,1436390683875627012
1436873441538285572,1436310383317430278
1436873438807740416,1436718549532172288
1436873433833357312,1436697315717177349
1436873423242682375,1436740456575086595
1436873423121104897,1436853170546774016
1436873417815257091,1436828034405916674
1436873415038808071,1436854500749418498
1436873410286587907,1436726672754085893
1436873408654970880,1436862240741675013
1436873406947991552,1436104144801067033
1436873400832520192,1436310383317430278
1436873400144875523,1436638019587555331
1436873398991286272,1436275085879308290
1436873398110416898,1436678133013356547
1436873398009872390,1436828482957414404
1436873392884387849,1436718549532172288
1436873391932198916,1436740456575086595
1436873384533573641,1436857042321428483
1436873374995820547,1436034715799195653
1436873373792063488,1436837652171575300
1436873361884282881,1436587984594341889
1436873360684851201,1436383754713399297
1436873357308301319,1436310383317430278
1436873339599998982,1436872400981958661
1436873339004329985,1436383754713399297
1436873334977794048,1436740456575086595
1436873332847267843,1436028785883758596
1436873332549246976,1436587984594341889
1436873332259950595,1436310383317430278
1436873328090882050,1436871529783074817
1436873327159627783,1436740456575086595
1436873324043309062,1436686808587276296
1436873316128620555,1436104144801067033
1436873311166681092,1436442515922509825
1436873302371352576,1436487040439357470
1436873292414009351,1435196607629185030
1436873291185078272,1436780088532537349
1436873290627182594,1436718549532172288
1436873280133206017,1436787122720083972
1436873279155970049,1436104144801067033
1436873259925049350,1436720760534405126
1436873251527872513,1436840732527144961
1436873244297027587,1436872236732862464
1436873238278066183,1436757924362194950
1436873237619613699,1436698784310853640
1436873234029285377,1436698713661923333
1436873231579947013,1436524641648975876
1436873229084155904,1436720834018639872
1436873227058302979,1436718549532172288
1436873226068529157,1436581758527426561
1436873224193720330,1436104144801067033
1436873221433794562,1436871676545875974
1436873219152093188,1436824299810209807
1436873218644590609,1436751395466719235
1436873216971051008,1436822441452392448
1436873212701200387,1436222020371451922
1436873209119444993,1436310383317430278
1436873206170783747,1436104144801067033
1436873203616387079,1436222265411080193
1436873201124925442,1436396466822471684
1436873201028681731,1436840732527144961
1436873198872580097,1436873155235049478
1436873192832782337,1436740456575086595
1436873187019530240,1436641030351122440
1436873186264723462,1436330106943938565
1436873181550170113,1436718549532172288
1436873176391340032,1436776034540654594
1436873165091717120,1436587984594341889
1436873160842874892,1436864726991052802
1436873159836196868,1436499981502877699
1436873150843731969,1436787122720083972
1436873142518026240,1436863492204777477
1436873138395099136,1397275318105251840
1436873135559622657,1436686773804052483
1436873130757197830,1436871667373027335
1436873129561706498,1436872381583200263
1436873129461174273,1436864308835651584
1436873117805252613,1436750010549420045
1436873116928540673,1436740456575086595
1436873113380089858,1436383754713399297
1436873111907880960,1436104144801067033
1436873096485433344,1436840732527144961
1436873092907868160,1436740456575086595
1436873090101829632,1436686773804052483
1436873087941632003,1436767181937672193
1436873087522271234,1436583284654448645
1436873083801849866,1436310383317430278
1436873083118358534,1436820616691212289
1436873071965708289,1436640484466774018
1436873063312859136,1436865553138921473
1436873062830395395,1436753559559704577
1436873062004187145,1436843615037181953
1436873055477788672,1436718549532172288
1436873049278611456,1436780577974149120
1436873044694388737,1436104144801067033
1436873043247308800,1436686773804052483
1436873036607594496,1436698784310853640
1436873032618946566,1436753559559704577
1436873032165855232,1436718549532172288
1436873025757093889,1436310383317430278
1436873025278906370,1436104144801067033
1436873021759709189,1436718549532172288
1436873014503690242,1436872067366805506
1436872999869698048,1436310383317430278
1436872983486754818,1436104144801067033
1436872982668980225,1436487040439357470
1436872977749008394,1436866052676222976
1436872972116049920,1436603422216687618
1436872970232868865,1436510896101134341
1436872966575476741,1436596157623451653
1436872965904293892,1436872109540642816
1436872962750259200,1436842151468486663
1436872958719315968,1436737082018316288
1436872955515002887,1436828482957414404
1436872953367392261,1436740456575086595
1436872951366885376,1436724329392263176
1436872948271353856,1436781333099995138
1436872947608784900,1436686773804052483
1436872946551721984,1436652936331890697
1436872935231275008,1436718549532172288
1436872924338786309,1436104144801067033
1436872913609629696,1436718549532172288
1436872913341272064,1436310383317430278
1436872909423882241,1436104144801067033
1436872907809075209,1436872202142588929
1436872903073669125,1426675029790576641
1436872902297591808,1436104144801067033
1436872884601987073,1436104144801067033
1436872883700125698,1436104144801067033
1436872881594675201,1436295414085341184
1436872874321592323,1436698713661923333
1436872869649158147,1436697315717177349
1436872864901132294,1436698784310853640
1436872862372012034,1436850002580709380
1436872858890752002,1436718549532172288
1436872858022592514,1436866052676222976
1436872856353361920,1436524366049812480
1436872850682568707,1436872058600783875
1436872843271151626,1436587984594341889
1436872824430350336,1436587984594341889
1436872820861153286,1436872202142588929
1436872819640610817,1436034321983459330
1436872811155312642,1436718549532172288
1436872810303873025,1436864975067181064
1436872793870585858,1436661467542016001
1436872789336657922,1436104144801067033
1436872773905698816,1436792567379623936
1436872773574414342,1435638803230703620
1436872764556775426,1436686773804052483
1436872762904104963,1436257694936092674
1436872762698698754,1436104144801067033
1436872759490097159,1436866052676222976
1436872753735405568,1436780088532537349
1436872753672503300,1436872192587878405
1436872747859136512,1436778033109741569
1436872747372539905,1436849810791829506
1436872746487762956,1436104144801067033
1436872723985321984,1436724353899532297
1436872722663968775,1435638803230703620
1436872721242079235,1436740456575086595
1436872717790326786,1436785580935893011
1436872714413768708,1436718549532172288
1436872709779062784,1436104144801067033
1436872709523136514,1436848150321397761
1436872697439522818,1424309318439088130
1436872696533438468,1436104144801067033
1436872695254339590,1436861969110380544
1436872694826340354,1436705210307653639
1436872691122855938,1436686808587276296
1436872686794280960,1436718549532172288
1436872684768411654,1436871676545875974
1436872678271438852,1436587984594341889
1436872673787666437,1436829722961399817
1436872668813332482,1436310383317430278
1436872666523181059,1436850030371954688
1436872656960241667,1436845538339692549
1436872648412196865,1436104144801067033
1436872646428299264,1436865553138921473
1436872645694263298,1436871567825256457
1436872643072823302,1436587984594341889
1436872640849907716,1436686773804052483
1436872633619030018,1436452764398280707
1436872633019244548,1436866052676222976
1436872629579878401,1436597850754932736
1436872621581348866,1436686808587276296
1436872614652297219,1436104144801067033
1436872611221233664,1436581758527426561
1436872611053465601,1436587984594341889
1436872608813879299,1436310383317430278
1436872607865839623,1436783352883793920
1436872602761445383,1436865669140828160
1436872588660248582,1435775869616803841
1436872587380809732,1436718549532172288
1436872584482603008,1436862450788306946
1436872582322552833,1436643938283098119
1436872576379211782,1436613263509368835
1436872575171366914,1436686773804052483
1436872571601915906,1436698713661923333
1436872564488359938,1436697315717177349
1436872563305615366,1436310383317430278
1436872558595432452,1435387701616906247
1436872542443216896,1436524641648975876
1436872536659271685,1436104144801067033
1436872530665648131,1436797495569436673
1436872525930119171,1436718549532172288
1436872524474683397,1436587984594341889
1436872513930285061,1436870100536156164
1436872508175695878,1436872400981958661
1436872501066223619,1436864823942279168
1436872487976030211,1436872058600783875
1436872474130530312,1436686773804052483
1436872443797245952,1436104144801067033
1436872435928797186,1432719851441827854
1436872430782386178,1436310383317430278
1436872427183775744,1436310383317430278
1436872424172109826,1436651696101289985
1436872421781475329,1436587984594341889
1436872396246421511,1436780088532537349
1436872395852328973,1436594768839122947
1436872393675399168,1436104144801067033
1436872391632822276,1436697315717177349
1436872388805758976,1436867431121633281
1436872387119747075,1424434640966782979
1436872376998891523,1436860245612113921
1436872376487120897,1436686808587276296
1436872370711511045,1436869944147255300
1436872368815804422,1436034321983459330
1436872357868544001,1436710506845196300
1436872355892981766,1436828034405916674
1436872351036047362,1436718549532172288
1436872348796289024,1436698784310853640
1436872346682335240,1436275085879308290
1436872339900153857,1436712553262944258
1436872339623350275,1436793143484055552
1436872339329851396,1425336901519695872
1436872314612822022,1436104144801067033
1436872299722985478,1436696605814673409
1436872297395064833,1436870864645988352
1436872294756798464,1436104144801067033
1436872293846695940,1436718549532172288
1436872274892640261,1436718549532172288
1436872273760120835,1436857980490633218
1436872270249488385,1436817977383342084
1436872265824567302,1436795910562861058
1436872260380397569,1436872202142588929
1436872259331772417,1436816720946089988
1436872254055337992,1436487040439357470
1436872251807313923,1436104144801067033
1436872248137240583,1436104144801067033
1436872239484260353,1436868304056950787
1436872237450088448,1436861990132191232
1436872236229607428,1436497685259845634
1436872229963264000,1436107957536796676
1436872223877476354,1436702319614173190
1436872214389919744,1436686773804052483
1436872210329726981,1436104144801067033
1436872207460970498,1436686773804052483
1436872205606916104,1436871081499893762
1436872204319264772,1436753559559704577
1436872192151621632,1436104144801067033
1436872175152152581,1436869970345041926
1436872165849280516,1436104144801067033
1436872164871839744,1436292791169019904
1436872157183741954,1436840732527144961
1436872154210054144,1436840732527144961
1436872147331395587,1436867258421219328
1436872143602688000,1436104144801067033
1436872142218530817,1436846265942298628
1436872127920082945,1436718549532172288
1436872111130398722,1436819404533215234
1436872102557020167,1436275085879308290
1436872099214204929,1436804890907402244
1436872097200959489,1436836027654492161
1436872094088933377,1436845181039431689
1436872087851831299,1436740456575086595
1436872086421704705,1436104144801067033
1436872076040851456,1431941871333425152
1436872074774020099,1436603879580332042
1436872068117647360,1436104144801067033
1436872065542279172,1436718549532172288
1436872061247492097,1436869223721091074
1436872056990097413,1436104144801067033
1436872055337668611,1436866052676222976
1436872037469929473,1436452764398280707
1436872030742204420,1436839743115776000
1436872028775063556,1436524366049812480
1436872028569710594,1436187587488542747
1436872027973959682,1436718549532172288
1436872021053345792,1436481290346266624
1436872011062538240,1436104144801067033
1436872004376817666,1436640352685809667
1436872001101213705,1436191258116911117
1436871982436454405,1436524641648975876
1436871978577715202,1436104144801067033
1436871977218699266,1436237528441319425
1436871970168188931,1436824248497094658
1436871967479635971,1436240791148584960
1436871961951420416,1436104144801067033
1436871959841845252,1436866428133543940
1436871953931857924,1436104144801067033
1436871951692218369,1436294051897163782
1436871929403568131,1436740456575086595
1436871926631202822,1436310383317430278
1436871918947389441,1436104144801067033
1436871918360018950,1436871676545875974
1436871918129451010,1436104144801067033
1436871916934123523,1436839743115776000
1436871911925899268,1434544292849201155
1436871910957010944,1436545966086115328
1436871904137072645,1435731092061900803
1436871895174062080,1436740456575086595
1436871892032319491,1436688107181576192
1436871886755950592,1436698784310853640
1436871872222834690,1436334575731580935
1436871869349744640,1436828740252749825
1436871867298500610,1436104144801067033
1436871867000819712,1436722955401285641
1436871866942201857,1436640484466774018
1436871864572387328,1436583284654448645
1436871861938245633,1436718549532172288
1436871856477278210,1436854619427196928
1436871848428507138,1436310383317430278
1436871848407539715,1436477379996647436
1436871844485812227,1436629191089348608
1436871843760144386,1436698713661923333
1436871843567259648,1436857669562904579
1436871842640408577,1436871553493487620
1436871841327370243,1436738736545574927
1436871840346034176,1436871239361077248
1436871831345061888,1436104144801067033
1436871828828393479,1436310383317430278
1436871828325158914,1436477925285523459
1436871817059209217,1436104144801067033
1436871811589808133,1436866984675733504
1436871804912422914,1436104144801067033
1436871803817783300,1436341941373849606
1436871796381208577,1436834114133364740
1436871794934226945,1436686773804052483
1436871791364882436,1436587984594341889
1436871787174891526,1436480895481876484
1436871786583318529,1436104144801067033
1436871779612454913,1436867280709709825
1436871776303136773,1436740456575086595
1436871760851308546,1436104144801067033
1436871760079638531,1436481290346266624
1436871753754677262,1436383754713399297
1436871752894795779,1436840732527144961
1436871751846150145,1436339110617051143
1436871751233769480,1436104144801067033
1436871748004155393,1436592211328708609
1436871741985501192,1436824248497094658
1436871741821882373,1436481620500905984
1436871735471652867,1436864431074463744
1436871734502641665,1436871529783074817
1436871731067584520,1436740456575086595
1436871724625117191,1436581758527426561
1436871724167880709,1436870864645988352
1436871722054078473,1436705210307653639
1436871717683597312,1436416176544956420
1436871712390459393,1436481836255887361
1436871707181166592,1436871680715018243
1436871700029886476,1436104144801067033
1436871695571292169,1249165968603066369
1436871693574807553,1436772673347018758
1436871692169658370,1436482245808644098
1436871689715871748,1432911399051739136
1436871688906444803,1436819340293283840
1436871674507505665,1436406913038757894
1436871670988484611,1436496736336314370
1436871668480323585,1436839743115776000
1436871658300743685,1436825685524426754
1436871657860173828,1436104144801067033
1436871653472931845,1436718549532172288
1436871649391951873,1436524641648975876
1436871648116871170,1436843026681303042
1436871646141423619,1436411629646852101
1436871628454039556,1436524366049812480
1436871627858403333,1436535141631856643
1436871621214556161,1436697315717177349
1436871619214036992,1436225322320601091
1436871612175826946,1436215330632732680
1436871607037874182,1436496736336314370
1436871606182293507,1436330106943938565
1436871602017243136,1436310383317430278
1436871600201142274,1436539627792338949
1436871598108123138,1436727443272970241
1436871587190362112,1436718549532172288
1436871580483731456,1436596157623451653
1436871577807826947,1436515145992310784
1436871574359973891,1436740456575086595
1436871573110198273,1436277446182068225
1436871564423667715,1436104144801067033
1436871563853238273,1432586954575654912
1436871560917356547,1436601227077373953
1436871556349767682,1436104144801067033
1436871545872257027,1436104144801067033
1436871540251955201,1436834943401803776
1436871538142171138,1436631213175939072
1436871530089271301,1427586001657008131
1436871527295852549,1436686773804052483
1436871521012748289,1436854525286100992
1436871518756036612,1436869223721091074
1436871512104083465,1436524641648975876
1436871505091174401,1436772673347018758
1436871504520613891,1436870829371891714
1436871483314348037,1436104144801067033
1436871473386373121,1435331348076515328
1436871471389839362,1433069669217234946
1436871463194140676,1436361871658045459
1436871454528843782,1436718549532172288
1436871446257672199,1436104144801067033
1436871445552979970,1436686773804052483
1436871425877549061,1436867431121633281
1436871423314698243,1436587984594341889
1436871420399788032,1436587984594341889
1436871420336877578,1436597824578228226
1436871407313428480,1436718549532172288
1436871401768505347,1436790419635855361
1436871400464207874,1436870853220835328
1436871397947723776,1436104144801067033
1436871397343731715,1436857856163262466
1436871391568007169,1436783352883793920
1436871387667439632,1436828034405916674
1436871382491672577,1436481290346266624
1436871372920082433,1436774840984379395
1436871369497759747,1436828034405916674
1436871361838792706,1436698713661923333
1436871358835798023,1436839743115776000
1436871351676149765,1436850002580709380
1436871351390937099,1436640484466774018
1436871345560772610,1436865836401188866
1436871308860538882,1436740456575086595
1436871293610061834,1436688334072344576
1436871292733460480,1436275085879308290
1436871292230197249,1436723434394771458
1436871280792256515,1436104144801067033
1436871268868005894,1436803959147139075
1436871264413519875,1436587984594341889
1436871263608135681,1436706398251798530
1436871260059750403,1436215330632732680
1436871256704368640,1436681398585225218
1436871247829164032,1436866567590096899
1436871245090394112,1436658555910766596
1436871243198832640,1436820371135623168
1436871241760002052,1436870829371891714
1436871241453817860,1436864726991052802
1436871240904445955,1436771922990309380
1436871240740790273,1436699387372077062
1436871234575347713,1436870100536156164
1436871225939095556,1436275085879308290
1436871221442908168,1436587984594341889
1436871221149421569,1436679429296644097
1436871220637716482,1436537301258194944
1436871213712744457,1436310383317430278
1436871212777545731,1436750905408376834
1436871211766751234,1436349299055480842
1436871180330455042,1436864384194781189
1436871179701141510,1436740456575086595
1436871172126388227,1436838650453581828
1436871169597231109,1436834664786939905
1436871164652105735,1436787279046057991
1436871160667459587,1435125436523024385
1436871158134018055,1436718549532172288
1436871153365233666,1436738736545574927
1436871141579182089,1436104144801067033
1436871129390624769,1436310383317430278
1436871119009505280,1436698784310853640
1436871118586105857,1436104144801067033
1436871106908995584,1436838650453581828
1436871105130680326,1426164615201935361
1436871104702947333,1436871081499893762
1436871103482408961,1436806981247852544
1436871102869884928,1436867655315623937
1436871097383886851,1436310383317430278
1436871093503942660,1436531986391130114
1436871092589658112,1436738736545574927
1436871091419430917,1436104144801067033
1436871085467705344,1436824821967450115
1436871078446395393,1436587984594341889
1436871071114964992,1436705210307653639
1436871064726884358,1436828034405916674
1436871062583537664,1436718549532172288
1436871058649399303,1436718549532172288
1436871058414473220,1436686773804052483
1436871055818194947,1436854619427196928
1436871051963633674,1436104144801067033
1436871049539461122,1436104144801067033
1436871035316473868,1436870084136472581
1436871028366458881,1436623836821209093
1436871018312781824,1436627039231094796
1436871010817658882,1436310383317430278
1436871004685361157,1436686773804052483
1436871004429725699,1436870366769651713
1436871004354195457,1436870239736635393
1436870999195066370,1436686773804052483
1436870996384964614,1436583284654448645
1436870994686320644,1436647235379290112
1436870989455912960,1436776034540654594
1436870981193068547,1436698784310853640
1436870976709431302,1436841888796057607
1436870975690268676,1436515145992310784
1436870971823034369,1436718549532172288
1436870971135201286,1436845482282663937
1436870963430248451,1436780577974149120
1436870958099283977,1436104144801067033
1436870957025554433,1436104144801067033
1436870955314253826,1436310383317430278
1436870951786983426,1436737626934022148
1436870946812350469,1436718549532172288
1436870946401538061,1436104144801067033
1436870945864572931,1436104144801067033
1436870940592312321,1436865553138921473
1436870928432910345,1436581758527426561
1436870922099572745,1436697315717177349
1436870920430366722,1436866400426119176
1436870915623690240,1436866052676222976
1436870907591479303,1433945139177615361
1436870907130167303,1436870366769651713
1436870889958739972,1436841888796057607
1436870888310382593,1436740456575086595
1436870880001462272,1436870864645988352
1436870874582376449,1436686773804052483
1436870871310798850,1435125436523024385
1436870864524300289,1436383754713399297
1436870861177434116,1436631080434552837
1436870848216924164,1436740456575086595
1436870837706051584,1436725471824261130
1436870820241018890,1436763318790787072
1436870815065284613,1436864308835651584
1436870814159159297,1436753559559704577
1436870812452016132,1436697315717177349
1436870805611167748,1436862240741675013
1436870802058539011,1436587984594341889
1436870802041933824,1436840732527144961
1436870800938717185,1436686773804052483
1436870796509696000,1436845181039431689
1436870795347709954,1436104144801067033
1436870794479538176,1436524641648975876
1436870779149246468,1436359732743131136
1436870776460910592,1436104144801067033
1436870771800948736,1436859650532646912
1436870769955557380,1436311352272986113
1436870766071529473,1436104144801067033
1436870760098766849,1436866052676222976
1436870758857199616,1429459902192361482
1436870750812598272,1436587984594341889
1436870743090995201,1436800292146663424
1436870738141581313,1436104144801067033
1436870736178724869,1436587984594341889
1436870732496003074,1436452764398280707
1436870731669942274,1436787122720083972
1436870710601949187,1436310383317430278
1436870709146537985,1436870071977132040
1436870707476983815,1436819585429217280
1436870683762507778,1436845181039431689
1436870681464119303,1436698713661923333
1436870675436867586,1436310383317430278
1436870671443927040,1436840732527144961
1436870670093225993,1436718549532172288
